,sync,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,Tilt_(degrees),Tilt_Cosine
11572,217,39,0,-12,-1346,-508,319,3777,-3067,-27,37.157805281770415,0.7969749510025829
11573,221,39,0,-12,-1346,-508,319,3822,-3047,-27,37.23465673860087,0.7961640659283277
11574,225,38,-1,-11,-1348,-475,309,3747,-3012,-27,37.30426787339818,0.7954283395157592
11575,229,38,-1,-11,-1348,-475,309,3792,-2995,-27,37.37333904403401,0.7946971595348141
11576,233,37,-1,-9,-1349,-442,300,3792,-2995,-27,37.43505793342339,0.7940428329247751
11577,237,37,-1,-9,-1349,-442,300,3742,-2980,-27,37.49623452362275,0.7933933463550984
11578,241,37,-1,-9,-1350,-409,291,3722,-2920,-28,37.55011446497044,0.7928205761452352
11579,245,37,-1,-9,-1350,-409,291,3777,-2885,-28,37.603452972443215,0.7922528710677715
11580,0,37,-1,-9,-1352,-377,283,3767,-2847,-28,37.64963762131453,0.7917607529814603
11581,4,39,-2,-10,-1352,-377,283,3767,-2847,-28,37.69528375930916,0.7912738674799161
11582,8,39,-2,-10,-1355,-345,274,3777,-2847,-28,37.73400805301978,0.7908604202110523
11583,12,39,-2,-10,-1355,-345,274,3782,-2762,-28,37.77219939586723,0.7904523092546223
11584,16,41,-2,-10,-1358,-313,265,3727,-2752,-28,37.80354086117605,0.7901171334034458
11585,20,41,-2,-10,-1358,-313,265,3717,-2710,-28,37.83435815519322,0.7897873326881061
11586,24,42,-2,-11,-1360,-281,256,3717,-2710,-28,37.85840472684384,0.7895298322289842
11587,28,42,-2,-11,-1360,-281,256,3717,-2710,-28,37.881939743653376,0.7892776750441122
11588,32,42,-2,-11,-1363,-248,247,3762,-2655,-28,37.89854701680687,0.7890996624486345
11589,36,39,-1,-9,-1363,-248,247,3722,-2615,-28,37.914658479745746,0.7889269010638029
11590,40,39,-1,-9,-1365,-216,240,3722,-2615,-28,37.92382182685967,0.788828615704537
11591,44,35,0,-9,-1365,-216,240,3702,-2562,-27,37.932507273124656,0.7887354376476117
11592,48,35,0,-9,-1367,-184,233,3702,-2562,-27,37.934337645907036,0.7887157989718502
11593,52,34,0,-8,-1367,-184,233,3697,-2532,-27,37.93571110426237,0.7887010621536915
11594,56,34,0,-8,-1368,-153,228,3707,-2502,-28,37.93020068238488,0.788760184677222
11595,60,34,0,-8,-1368,-153,228,3727,-2470,-27,37.92425565280347,0.7888239620204476
11596,64,34,0,-8,-1369,-124,223,3727,-2470,-27,37.911992940197685,0.7889554876482341
11597,68,34,0,-8,-1369,-124,223,3712,-2405,-27,37.8993193131727,0.7890913826262018
11598,72,34,0,-6,-1370,-96,219,3742,-2430,-27,37.880469608353046,0.7892934301620225
11599,76,34,0,-6,-1370,-96,219,3722,-2297,-27,37.861233608792766,0.7894995302683732
11600,80,34,0,-6,-1370,-69,215,3742,-2332,-27,37.836147935488434,0.7897681717847587
11601,84,31,0,-5,-1370,-69,215,3727,-2262,-27,37.81070257836122,0.7900405104765503
11602,88,31,0,-5,-1371,-44,212,3727,-2262,-27,37.77976849539694,0.7903713844949173
11603,92,31,0,-5,-1371,-44,212,3762,-2262,-27,37.748500617486684,0.7907055946860376
11604,96,31,0,-5,-1371,-21,209,3742,-2277,-28,37.71228838132355,0.7910923589070369
11605,100,31,0,-5,-1371,-21,209,3747,-2222,-27,37.67576881220109,0.7914820855541713
11606,104,33,0,-5,-1372,1,207,3717,-2160,-27,37.63441956652791,0.7919229650051595
11607,108,33,0,-5,-1372,1,207,3717,-2160,-27,37.59278906494164,0.792366426630781
11608,112,32,0,-4,-1374,22,205,3807,-2120,-27,37.54663606497853,0.7928575744191746
11609,116,32,0,-4,-1374,22,205,3767,-2077,-27,37.500228545753224,0.7933509120111396
11610,120,32,0,-4,-1378,42,204,3782,-2062,-27,37.44939897955791,0.7938906611703818
11611,124,27,-1,-2,-1378,42,204,3782,-2012,-27,37.398340884553676,0.7944322080010706
11612,128,27,-1,-2,-1382,60,202,3782,-2012,-27,37.34358164713231,0.7950123097998782
11613,132,29,-2,-2,-1382,60,202,3782,-2012,-27,37.2886206877,0.7955938183803304
11614,136,29,-2,-2,-1386,76,200,3870,-1915,-27,37.23046709727562,0.7962083091449714
11615,140,33,-3,-2,-1386,76,200,3812,-1900,-27,37.17213793292687,0.7968238311975205
11616,144,33,-3,-2,-1391,91,197,3847,-1860,-27,37.11111629488553,0.7974668818459575
11617,148,33,-3,-2,-1391,91,197,3832,-1860,-27,37.04994679252935,0.7981105828535083
11618,152,34,-4,-2,-1397,105,193,3832,-1860,-27,36.98658801317644,0.7987763630296334
11619,156,34,-4,-2,-1397,105,193,3847,-1830,-27,36.92311068397349,0.7994424094227094
11620,160,33,-3,-1,-1404,118,188,3925,-1797,-27,36.85795019121895,0.8001250960587176
11621,164,33,-3,-1,-1404,118,188,3925,-1797,-27,36.79270209691584,0.8008076635488485
11622,168,33,-3,-1,-1411,130,182,3890,-1675,-26,36.72627975068419,0.8015014482798711
11623,172,30,-3,-1,-1411,130,182,3890,-1675,-26,36.65980243246654,0.8021947286803144
11624,176,30,-3,-1,-1418,141,176,3895,-1655,-27,36.59243820528012,0.8028961568939176
11625,180,30,-3,-1,-1418,141,176,3905,-1600,-27,36.52505179012436,0.8035967057190754
11626,184,30,-3,-1,-1423,151,169,3910,-1600,-26,36.4572875390446,0.8043000615845266
11627,188,30,-3,-1,-1423,151,169,3910,-1600,-26,36.38953527466784,0.8050021682772859
11628,192,32,-3,-2,-1429,161,163,3945,-1557,-26,36.321264632130784,0.8057085082526135
11629,196,32,-3,-2,-1429,161,163,3915,-1542,-26,36.253040188140304,0.8064132274777613
11630,200,34,-2,-2,-1436,171,156,3930,-1512,-26,36.184617718143045,0.807118843829036
11631,204,34,-2,-2,-1436,171,156,3935,-1442,-26,36.11627872527107,0.8078224503786899
11632,208,34,-2,-2,-1443,181,150,3905,-1437,-26,36.04760075576431,0.808528389175056
11633,212,35,-2,-2,-1443,181,150,3905,-1437,-26,35.979043650187144,0.8092319270045298
11634,216,35,-2,-2,-1450,192,143,3985,-1375,-26,35.910298872793696,0.8099362273750428
11635,220,32,-2,-2,-1450,192,143,3990,-1315,-26,35.84171752811551,0.810637691545306
11636,224,32,-2,-2,-1458,203,137,4015,-1375,-26,35.77281345729739,0.8113412869815563
11637,228,32,-2,-2,-1458,203,137,4050,-1252,-26,35.70411581396904,0.8120416064024293
11638,232,29,-1,0,-1466,214,132,4050,-1252,-26,35.63495626755407,0.8127454553742758
11639,236,29,-1,0,-1466,214,132,4025,-1207,-25,35.56604645939313,0.8134455849547442
11640,240,27,-2,0,-1473,225,127,4005,-1237,-25,35.496778516666076,0.8141481673782636
11641,244,27,-2,0,-1473,225,127,4045,-1257,-25,35.42780530858984,0.8148465779699503
11642,248,30,-3,0,-1479,234,121,4030,-1095,-25,35.35915865960799,0.8155405094152396
11643,2,30,-3,0,-1479,234,121,4030,-1095,-25,35.2908500917348,0.8162298612387721
11644,6,30,-3,0,-1486,243,115,4030,-1095,-25,35.22296861472007,0.8169137536763692
11645,10,30,-3,0,-1486,243,115,4035,-1085,-25,35.15547018691798,0.817592650001444
11646,14,30,-3,0,-1495,252,109,4065,-1060,-25,35.088502267206884,0.8182650891487518
11647,18,36,-4,0,-1495,252,109,4060,-1007,-25,35.02196429745986,0.8189321039741579
11648,22,36,-4,0,-1504,260,103,4080,-982,-25,34.95621312367783,0.8195901465819235
11649,26,36,-4,0,-1504,260,103,4080,-982,-25,34.89093758921806,0.8202423613014143
11650,30,32,-3,-1,-1514,269,96,4080,-922,-25,34.82666566962004,0.8208835079882035
11651,34,32,-3,-1,-1514,269,96,4100,-952,-24,34.76292099898501,0.8215183748145545
11652,38,28,-4,1,-1525,277,89,4100,-952,-24,34.70043620267135,0.8221397069835162
11653,42,28,-4,1,-1525,277,89,4110,-870,-24,34.638529114924026,0.8227543302955657
11654,46,28,-4,1,-1534,285,81,4110,-870,-24,34.57825783255722,0.8233517902972652
11655,50,31,-4,1,-1534,285,81,4155,-875,-24,34.51861675718327,0.8239421063062802
11656,54,31,-4,1,-1543,293,72,4155,-805,-24,34.460995912666924,0.8245115785356218
11657,58,32,-5,0,-1543,293,72,4130,-790,-24,34.40406024725093,0.8250734599989614
11658,62,32,-5,0,-1553,301,63,4130,-790,-24,34.34926603522561,0.8256134387450642
11659,66,32,-5,0,-1553,301,63,4145,-682,-24,34.29521317495035,0.8261453718798331
11660,70,30,-5,1,-1564,310,54,4175,-667,-23,34.24330533647147,0.8266555038189759
11661,74,30,-5,1,-1564,310,54,4155,-672,-23,34.19219950971454,0.8271570910228436
11662,78,29,-2,-1,-1576,318,44,4192,-615,-23,34.143762849596065,0.8276318737947767
11663,82,29,-2,-1,-1576,318,44,4252,-517,-23,34.09618808229966,0.8280976323907027
11664,86,29,-2,-1,-1588,326,36,4252,-517,-23,34.050854326648796,0.8285409201796777
11665,90,30,-2,1,-1588,326,36,4232,-502,-23,34.00644001203989,0.8289747143636548
11666,94,30,-2,1,-1602,334,28,4197,-482,-23,33.96439076775432,0.8293849498856126
11667,98,31,-4,2,-1602,334,28,4227,-467,-23,33.92331985447464,0.8297852094973942
11668,102,31,-4,2,-1616,342,19,4237,-422,-23,33.88502221001693,0.8301580578587282
11669,106,34,-3,1,-1616,342,19,4237,-422,-23,33.84776333637626,0.8305204372751323
11670,110,34,-3,1,-1629,350,10,4237,-422,-23,33.81340602610265,0.8308542848728674
11671,114,34,-3,1,-1629,350,10,4272,-360,-22,33.780147361257114,0.8311771724309308
11672,118,33,-2,1,-1642,358,2,4232,-295,-22,33.74963130087567,0.8314731873873734
11673,122,33,-2,1,-1642,358,2,4242,-242,-22,33.720272290020766,0.8317577559986067
11674,126,32,-1,1,-1655,367,-6,4217,-232,-22,33.693704167309065,0.8320150850832922
11675,130,32,-1,1,-1655,367,-6,4217,-232,-22,33.66835518204477,0.8322604392774537
11676,134,32,-1,1,-1667,375,-13,4252,-167,-22,33.64571125864182,0.8324794732768555
11677,138,33,-2,1,-1667,375,-13,4322,-172,-22,33.62434230300682,0.8326860553006334
11678,142,33,-2,1,-1680,383,-19,4312,-132,-21,33.60550745700695,0.8328680430634539
11679,146,35,-2,1,-1680,383,-19,4317,-125,-21,33.588002297590194,0.8330371023119991
11680,150,35,-2,1,-1692,391,-25,4317,-125,-21,33.573148873617356,0.8331804909632033
11681,154,35,-2,1,-1692,391,-25,4277,-75,-21,33.559678429956165,0.8333104804926322
11682,158,36,-2,2,-1704,398,-30,4292,-35,-21,33.548730744296456,0.8334160915262261
11683,162,36,-2,2,-1704,398,-30,4292,-35,-21,33.53921305202224,0.833507882857163
11684,166,34,-1,3,-1717,405,-35,4337,50,-21,33.532320765226544,0.8335743396728045
11685,170,34,-1,3,-1717,405,-35,4337,50,-21,33.526904857508825,0.8336265524812546
11686,174,34,-1,3,-1728,411,-39,4357,35,-21,33.52395215908054,0.833655015242038
11687,178,34,0,3,-1728,411,-39,4392,85,-20,33.52251435729205,0.8336688742400586
11688,182,34,0,3,-1741,416,-42,4417,105,-20,33.52335573252904,0.8336607642723122
11689,186,35,-1,3,-1741,416,-42,4417,105,-20,33.52574516213441,0.8336377317169202
11690,190,35,-1,3,-1754,421,-45,4402,125,-20,33.53048507945381,0.8335920376901663
11691,194,38,-2,3,-1754,421,-45,4362,177,-20,33.53680461276793,0.8335311068838986
11692,198,38,-2,3,-1768,426,-47,4392,257,-19,33.545245985717386,0.8334497021977203
11693,202,38,-2,3,-1768,426,-47,4402,222,-19,33.55529728637285,0.8333527485201361
11694,207,38,-2,4,-1782,431,-50,4412,265,-19,33.56783726602916,0.8332317533769339
11695,211,38,-2,4,-1782,431,-50,4412,265,-19,33.58201591406701,0.8330948990533564
11696,215,35,-1,3,-1796,436,-52,4422,290,-19,33.59845027849755,0.8329362083976632
11697,219,35,-1,3,-1796,436,-52,4412,325,-19,33.61655010552674,0.8327613566941452
11698,223,35,-1,3,-1810,440,-54,4437,350,-18,33.636959443232264,0.8325640944904695
11699,227,35,0,4,-1810,440,-54,4437,385,-18,33.659054270061674,0.8323504224563807
11700,231,35,0,4,-1824,444,-56,4437,385,-18,33.68350787414816,0.8321137951357553
11701,235,34,1,4,-1824,444,-56,4437,385,-18,33.709664936230986,0.8318605163848383
11702,239,34,1,4,-1836,448,-57,4447,412,-18,33.73792834051087,0.831586647052939
11703,243,34,1,4,-1836,448,-57,4432,422,-18,33.767910097751034,0.8312959058864124
11704,247,34,1,6,-1848,451,-56,4447,412,-17,33.799414666349335,0.8309901523466539
11705,2,34,1,6,-1848,451,-56,4452,467,-17,33.832646768386944,0.8306673607152242
11706,6,33,1,5,-1860,453,-55,4452,467,-17,33.86739314788185,0.8303295616978769
11707,10,33,1,5,-1860,453,-55,4462,502,-17,33.90386985014224,0.8299746121903357
11708,14,33,1,5,-1871,454,-53,4447,525,-17,33.94153482727289,0.8296077467415901
11709,18,32,3,5,-1871,454,-53,4452,550,-17,33.98092668986484,0.82922367749402
11710,22,32,3,5,-1882,455,-50,4447,517,-16,34.02121957812648,0.8288304177713484
11711,26,33,3,5,-1882,455,-50,4447,517,-16,34.06323568507463,0.8284199028191641
11712,30,33,3,5,-1892,456,-45,4515,502,-16,34.10557630454397,0.8280057665811106
11713,34,33,3,5,-1892,456,-45,4467,610,-16,34.14963705842638,0.827574325505571
11714,38,32,4,6,-1903,455,-38,4477,610,-16,34.193311284637296,0.8271461863115848
11715,42,32,4,6,-1903,455,-38,4472,640,-15,34.238695678322806,0.8267007731184639
11716,46,32,5,6,-1913,454,-30,4472,640,-15,34.28340079933951,0.826261519354087
11717,50,32,5,6,-1913,454,-30,4482,625,-15,34.32980706197166,0.8258050187916315
11718,54,32,4,6,-1922,453,-20,4482,682,-15,34.37496229279661,0.825360304660888
11719,58,32,4,6,-1922,453,-20,4472,702,-15,34.42181245909874,0.8248983559881125
11720,62,32,4,6,-1931,452,-10,4472,702,-15,34.46742196150003,0.8244481105930859
11721,66,32,4,7,-1931,452,-10,4515,677,-14,34.51472124236286,0.8239806323166122
11722,70,32,4,7,-1939,449,1,4535,727,-14,34.56030659650973,0.8235295620932289
11723,74,33,5,8,-1939,449,1,4515,672,-14,34.607569427150885,0.8230613427043251
11724,78,33,5,8,-1946,446,13,4502,707,-14,34.65283610715284,0.8226123735381737
11725,82,33,5,8,-1946,446,13,4520,717,-13,34.6997706688991,0.8221463196125738
11726,86,33,5,8,-1952,440,26,4520,717,-13,34.74408587166324,0.821705769207502
11727,90,33,5,8,-1952,440,26,4502,707,-13,34.79004892073793,0.8212483177656812
11728,94,32,4,8,-1957,434,39,4525,702,-13,34.83337039902865,0.8208166729787876
11729,98,32,4,8,-1957,434,39,4507,692,-13,34.87832146546063,0.8203682953083375
11730,102,32,4,8,-1962,426,53,4482,717,-12,34.92008206238107,0.8199512894536954
11731,106,31,4,8,-1962,426,53,4487,727,-12,34.96344985895763,0.8195177736445856
11732,110,31,4,8,-1967,419,66,4487,727,-12,35.00400266214117,0.8191119724506821
11733,114,32,4,10,-1967,419,66,4560,717,-12,35.04614520795057,0.8186898283446045
11734,118,32,4,10,-1971,410,79,4520,702,-12,35.08516347357349,0.8182985854391259
11735,122,32,4,10,-1971,410,79,4535,692,-12,35.125747527953806,0.817891239460528
11736,126,32,5,8,-1976,401,93,4540,752,-11,35.162916914590724,0.8175178067999569
11737,130,32,5,8,-1976,401,93,4540,752,-11,35.20163409083005,0.8171284580002335
11738,134,31,6,9,-1980,391,106,4575,687,-11,35.23700903491767,0.8167723932495553
11739,138,31,6,9,-1980,391,106,4550,707,-11,35.273909568216446,0.8164006409788049
11740,142,31,6,9,-1983,380,121,4560,747,-11,35.30677167245463,0.8160692885547827
11741,146,32,6,10,-1983,380,121,4585,742,-10,35.341140968537694,0.8157224517349579
11742,150,32,6,10,-1986,369,136,4585,742,-10,35.371449529877594,0.8154163501556697
11743,154,33,7,10,-1986,369,136,4585,692,-10,35.40325043890884,0.8150949312971494
11744,158,33,7,10,-1987,357,151,4595,682,-10,35.430795584605306,0.8148163234403281
11745,162,33,7,10,-1987,357,151,4580,625,-10,35.459816799705614,0.8145225820162867
11746,166,33,7,10,-1988,345,168,4535,657,-9,35.48409389429195,0.8142766982039538
11747,170,33,7,10,-1988,345,168,4535,657,-9,35.50984038976842,0.8140157722424495
11748,174,34,7,10,-1989,331,185,4585,640,-9,35.530465080566074,0.813806634255567
11749,178,34,7,10,-1989,331,185,4555,657,-9,35.552549297237285,0.8135825795121178
11750,182,34,8,11,-1990,317,203,4575,652,-9,35.56928095581294,0.8134127485034512
11751,186,34,8,11,-1990,317,203,4575,652,-9,35.58746976277722,0.8132280483419779
11752,190,34,8,11,-1992,302,221,4590,585,-9,35.60011490603332,0.8130995936044052
11753,194,34,9,12,-1992,302,221,4665,550,-8,35.614216466302786,0.8129562972547504
11754,198,34,9,12,-1994,285,241,4600,545,-8,35.62194058695736,0.812877785895806
11755,202,33,9,13,-1994,285,241,4630,530,-8,35.63112498273976,0.8127844124316773
11756,206,33,9,13,-1996,267,261,4620,507,-8,35.633739294811356,0.8127578301227555
11757,210,33,9,13,-1996,267,261,4620,507,-8,35.63781986004017,0.8127163355790428
11758,214,33,8,13,-1999,248,281,4610,477,-7,35.635135050328856,0.8127436373964485
11759,218,33,8,13,-1999,248,281,4625,452,-7,35.63392545144926,0.8127559372186808
11760,222,32,8,12,-2002,228,301,4615,447,-7,35.62575269138535,0.812839032545216
11761,226,32,8,12,-2002,228,301,4625,422,-7,35.61906679351032,0.812906998121947
11762,230,32,8,12,-2005,207,321,4625,365,-6,35.60521821605745,0.8130477407955418
11763,234,31,7,13,-2005,207,321,4625,365,-6,35.59287115934815,0.8131731835066819
11764,238,31,7,13,-2009,186,341,4620,340,-7,35.57339665072758,0.8133709624198416
11765,242,32,8,14,-2009,186,341,4680,300,-6,35.55544521395328,0.8135531901129978
11766,246,32,8,14,-2013,163,360,4720,300,-6,35.53011277431723,0.8138102075881416
11767,1,33,8,14,-2013,163,360,4665,270,-6,35.50632173644963,0.8140514414733108
11768,5,33,8,14,-2018,139,379,4665,270,-6,35.474940674217336,0.8143694212231539
11769,9,33,8,14,-2018,139,379,4690,192,-6,35.445123855021315,0.8146713243958493
11770,13,33,7,14,-2024,115,397,4715,212,-6,35.40792459167272,0.8150476674278293
11771,17,33,7,14,-2024,115,397,4715,202,-6,35.372315953286076,0.8154075963499013
11772,21,34,7,14,-2030,90,415,4690,162,-5,35.329116370741446,0.8158438310260625
11773,25,34,7,14,-2030,90,415,4690,162,-5,35.28753819760263,0.8162632545093577
11774,29,34,7,14,-2037,64,433,4710,115,-5,35.238163970042585,0.8167607630579641
11775,33,34,7,13,-2037,64,433,4710,70,-5,35.190447457915106,0.8172409916822346
11776,37,34,7,13,-2043,39,450,4745,-15,-5,35.135401205332634,0.8177942841684686
11777,41,34,8,14,-2043,39,450,4745,-45,-5,35.08205414696272,0.818329777113545
11778,45,34,8,14,-2050,12,466,4745,-45,-5,35.02105357612661,0.8189412259081188
11779,49,34,8,14,-2050,12,466,4755,-132,-5,34.96179283534207,0.8195343463135442
11780,53,33,7,14,-2057,-14,481,4815,-137,-4,34.89533899070334,0.8201984172030848
11781,57,33,7,14,-2057,-14,481,4800,-265,-4,34.83067128381978,0.8208435800233734
11782,61,32,6,14,-2063,-41,496,4800,-265,-4,34.758607044165664,0.8215613030400483
11783,65,32,6,14,-2063,-41,496,4805,-202,-4,34.68838041985261,0.8222594739716793
11784,69,32,6,14,-2069,-68,511,4805,-202,-4,34.61083664603842,0.8230289545986824
11785,73,33,6,14,-2069,-68,511,4820,-217,-4,34.535190419172885,0.8237781529034206
11786,77,33,6,14,-2075,-95,524,4825,-305,-4,34.452535901778035,0.8245951194282305
11787,81,34,5,13,-2075,-95,524,4862,-315,-3,34.37183768433143,0.8253910940763868
11788,85,34,5,13,-2081,-123,537,4862,-315,-3,34.28393486962069,0.8262562687624517
11789,89,34,5,13,-2081,-123,537,4820,-385,-3,34.19805400952012,0.8270996643642501
11790,93,34,5,14,-2087,-150,547,4877,-392,-3,34.10562271179662,0.8280053124207671
11791,97,34,5,14,-2087,-150,547,4852,-442,-3,34.01527423632581,0.8288884702580317
11792,101,33,5,14,-2092,-178,557,4907,-525,-3,33.91816553136018,0.8298354112252371
11793,105,33,5,14,-2092,-178,557,4877,-517,-3,33.8232068736221,0.8307590811694038
11794,109,35,4,14,-2096,-206,565,4877,-517,-3,33.72172442239789,0.8317436860222499
11795,113,35,4,14,-2096,-206,565,4897,-630,-3,33.62245676376113,0.8327042779829832
11796,117,35,4,14,-2099,-234,572,4887,-682,-3,33.516807780787076,0.8337238748596412
11797,121,36,3,14,-2099,-234,572,4897,-682,-3,33.413441017324594,0.834718703011978
11798,125,36,3,14,-2101,-263,577,4952,-732,-2,33.30359051408165,0.8357729545026212
11799,129,36,2,13,-2101,-263,577,4952,-732,-2,33.19608559063646,0.836801720659594
11800,133,36,2,13,-2103,-291,580,4957,-815,-3,33.082551113743094,0.8378849879437782
11801,137,36,2,13,-2103,-291,580,4957,-845,-2,32.9714242389141,0.8389420975083742
11802,141,35,1,13,-2104,-319,582,4957,-885,-2,32.85435971472754,0.8400522763437892
11803,145,35,1,13,-2104,-319,582,4957,-917,-2,32.739767009911574,0.8411356172496891
11804,149,33,0,12,-2105,-347,581,4957,-917,-2,32.6193787827953,0.8422701238488568
11805,153,33,0,12,-2105,-347,581,4997,-962,-2,32.501517762839,0.8433772124724849
11806,157,33,0,12,-2106,-374,578,4987,-1012,-2,32.37822581422482,0.8445314954445714
11807,161,33,0,12,-2106,-374,578,5032,-1085,-2,32.25751352854774,0.8456578384597254
11808,165,33,0,12,-2106,-401,573,5022,-1125,-2,32.13140362224866,0.8468305363973314
11809,169,36,-2,11,-2106,-401,573,5022,-1125,-2,32.00792111922375,0.8479748269202195
11810,173,36,-2,11,-2106,-427,565,5037,-1182,-2,31.879340430164742,0.8491621754169197
11811,177,36,-2,11,-2106,-427,565,5042,-1252,-2,31.7534247298953,0.8503207701902371
11812,181,38,-3,10,-2105,-451,556,5027,-1262,-2,31.622966042795557,0.8515168348507801
11813,185,38,-3,10,-2105,-451,556,5027,-1262,-2,31.49521018690105,0.8526838412144337
11814,189,38,-3,9,-2104,-474,544,5052,-1325,-2,31.363119695632953,0.8538859853349718
11815,193,38,-3,9,-2104,-474,544,5052,-1325,-2,31.233757889364504,0.8550588972861306
11816,197,38,-3,9,-2103,-495,530,5097,-1390,-2,31.100531659142774,0.8562622915460874
11817,201,37,-3,9,-2103,-495,530,5107,-1430,-2,30.97005289146805,0.8574363814633388
11818,205,37,-3,9,-2102,-515,515,5137,-1492,-2,30.83587772882338,0.8586390952461961
11819,209,36,-2,7,-2102,-515,515,5137,-1492,-2,30.704467667045115,0.8598124591436823
11820,213,36,-2,7,-2100,-532,498,5147,-1542,-2,30.57005624816357,0.8610079431732975
11821,217,36,-3,6,-2100,-532,498,5165,-1600,-2,30.438416761064342,0.8621741802361591
11822,221,36,-3,6,-2097,-547,480,5190,-1630,-2,30.3041808147357,0.8633587334408613
11823,225,36,-3,6,-2097,-547,480,5185,-1685,-2,30.17271857842043,0.8645142172358019
11824,229,35,-2,5,-2095,-560,461,5190,-1727,-2,30.039040552377823,0.865684509678191
11825,233,35,-2,5,-2095,-560,461,5190,-1727,-2,29.90813376979138,0.8668259743509232
11826,237,37,-3,4,-2093,-570,443,5190,-1782,-2,29.775803488139964,0.8679752524588391
11827,241,37,-3,4,-2093,-570,443,5170,-1737,-2,29.646246618120447,0.8690959582905617
11828,245,37,-3,4,-2092,-578,424,5170,-1792,-2,29.515616766898578,0.8702214466760281
11829,0,41,-2,6,-2092,-578,424,5190,-1807,-2,29.387755826278738,0.8713186979205544
11830,4,41,-2,6,-2092,-583,405,5190,-1807,-2,29.259517390761655,0.8724148302568727
11831,8,43,-5,0,-2092,-583,405,5215,-1870,-2,29.13403980346905,0.8734831337656512
11832,12,43,-5,0,-2092,-585,386,5245,-1945,-2,29.008860345251524,0.87454472465673
11833,16,43,-5,0,-2092,-585,386,5255,-1957,-2,28.886427531355675,0.8755789844283417
11834,20,38,-4,0,-2094,-586,366,5240,-1992,-2,28.764279686876925,0.8766068528265902
11835,24,38,-4,0,-2094,-586,366,5240,-1992,-2,28.644857195289273,0.8776079357816737
11836,28,36,-3,2,-2096,-583,345,5245,-2047,-2,28.526495773232707,0.8785963621304164
11837,32,36,-3,2,-2096,-583,345,5225,-2067,-2,28.41082142348027,0.8795587262858404
11838,36,36,-3,2,-2100,-579,325,5275,-2120,-2,28.296371493294856,0.880507375460096
11839,40,36,-4,0,-2100,-579,325,5260,-2130,-2,28.18457336297066,0.881430652337518
11840,44,36,-4,0,-2104,-573,304,5260,-2130,-2,28.074163882325113,0.8823391675103976
11841,48,36,-3,-1,-2104,-573,304,5260,-2130,-2,27.966357261724102,0.8832231033270274
11842,52,36,-3,-1,-2108,-565,283,5235,-2215,-2,27.86020295514852,0.8840904359936526
11843,56,34,-4,-3,-2108,-565,283,5280,-2237,-2,27.756594024760048,0.884934045217699
11844,60,34,-4,-3,-2112,-555,263,5280,-2237,-2,27.655030011120477,0.8857581956114726
11845,64,34,-4,-3,-2112,-555,263,5355,-2317,-2,27.55595013369194,0.8865595063238347
11846,68,35,-5,-4,-2116,-542,242,5355,-2317,-2,27.459225864747644,0.8873392086702718
11847,72,35,-5,-4,-2116,-542,242,5365,-2332,-2,27.364905731536457,0.8880970957938957
11848,76,32,-5,-4,-2121,-527,221,5375,-2375,-2,27.27311348041715,0.8888323599149702
11849,80,32,-5,-4,-2121,-527,221,5365,-2370,-2,27.18363572716527,0.8895468889535703
11850,84,32,-5,-4,-2125,-509,200,5365,-2370,-2,27.097066229507753,0.890236129144859
11851,88,32,-5,-4,-2125,-509,200,5355,-2415,-2,27.012706494456964,0.8909058207305677
11852,92,32,-5,-4,-2130,-489,179,5295,-2465,-2,26.93135541382454,0.8915497988244707
11853,96,33,-4,-5,-2130,-489,179,5325,-2475,-2,26.852099256870172,0.8921754649414677
11854,100,33,-4,-5,-2135,-467,158,5345,-2502,-2,26.77591985779522,0.8927752334217742
11855,104,33,-4,-5,-2135,-467,158,5305,-2552,-2,26.701709923251137,0.8933579785478509
11856,108,35,-2,-6,-2141,-444,138,5305,-2552,-2,26.63059177700895,0.8939150386280001
11857,112,35,-2,-6,-2141,-444,138,5405,-2587,-2,26.561316347750722,0.8944563407486165
11858,116,37,-1,-6,-2146,-418,120,5360,-2640,-2,26.495787439863303,0.8949671650047403
11859,120,37,-1,-6,-2146,-418,120,5375,-2610,-2,26.431968151304304,0.895463536857185
11860,124,37,-1,-6,-2153,-391,104,5370,-2675,-2,26.372117335264814,0.8959280333456908
11861,128,37,0,-8,-2153,-391,104,5370,-2675,-2,26.313845832293588,0.8963793336796263
11862,132,37,0,-8,-2159,-362,90,5405,-2700,-2,26.259982745771524,0.8967956671733229
11863,136,36,1,-8,-2159,-362,90,5355,-2730,-2,26.207565314568974,0.8972000655754153
11864,140,36,1,-8,-2166,-332,79,5335,-2752,-2,26.160022768026163,0.8975662050294078
11865,144,36,1,-8,-2166,-332,79,5345,-2742,-2,26.113797121760552,0.8979216100839381
11866,148,36,1,-8,-2174,-299,71,5345,-2742,-2,26.07331943642918,0.8982323420809424
11867,152,36,1,-8,-2174,-299,71,5355,-2762,-2,26.03402583980216,0.8985335554482091
11868,156,36,1,-8,-2181,-266,65,5385,-2832,-2,26.00055587035781,0.8987897932817223
11869,160,36,1,-8,-2181,-266,65,5370,-2842,-2,25.968140517803135,0.8990376648663216
11870,164,35,1,-8,-2189,-231,60,5345,-2890,-2,25.941761674044297,0.8992391645065323
